,character,text,gender
0,AIBILEEN," I was born in 1911...Chickasaw County, Piedmont Plantation.",female
1,AIBILEEN," Yes, ma'am. I did.",female
2,AIBILEEN, My momma was a maid.  My grandmomma was a house slave.,female
3,AIBILEEN, It feel...,female
4,AIBILEEN, Hi!,female
5,AIBILEEN," Oh, Baby Girl.",female
6,AIBILEEN, You is kind.  You is smart.  You is important.,female
7,AIBILEEN," Oh, that's so good. That's so good.",female
8,AIBILEEN," Ooh, Mae Mobley.",female
9,AIBILEEN," Yes, ma'am.",female
10,AIBILEEN," I reckon when you finish, it won't.",female
11,AIBILEEN, It took God and Minny to get me through it.  Minny my best friend.,female
12,AIBILEEN, You drunk up two glasses of grape juice. I know you got to tee-tee.,female
13,AIBILEEN, I'll give you two cookies if you go.,female
14,AIBILEEN, Hold on!  Those are Miss Hilly's.,female
15,AIBILEEN, Gots to have paprika on them.,female
16,AIBILEEN, Did she?,female
17,AIBILEEN," Miss Leefolt got so much hair spray, she gone blow us all up if she light a cigarette.",female
18,AIBILEEN, You know I do.,female
19,AIBILEEN, Leefolt residence.,female
20,AIBILEEN, She havin' bridge club right now. May I take a message?,female
21,AIBILEEN," Yes, ma'am.",female
22,AIBILEEN," No, ma'am.",female
23,AIBILEEN, Miss Celia Foote called again.,female
24,AIBILEEN," Yes, ma'am.",female
25,AIBILEEN, Miss Myrna get it wrong a lot of times.  Be good to get it right.,female
26,AIBILEEN," Yes, ma'am, it is.",female
27,AIBILEEN, I knew Constantine.  We were in church circle together.,female
28,AIBILEEN," No, ma'am.",female
29,AIBILEEN, Quit?,female
30,AIBILEEN," Shoot, that's easy.  You tell her hold a matchstick between her teeth.",female
31,AIBILEEN," No, ma'am.",female
32,AIBILEEN, You know what'd happen if Miss Leefolt knew I was tellin' stories on her?,female
33,AIBILEEN, Other maids?,female
34,AIBILEEN," Baby.  It's okay.  Aibee's here, honey.  Aibee's here.",female
35,AIBILEEN," I'm right here, Baby Girl.",female
36,AIBILEEN," Yes, Ma'am.",female
37,AIBILEEN, Minny?,female
38,AIBILEEN, Where you headed?,female
39,AIBILEEN, Don't worry about her.  She's always mad about something.,female
40,AIBILEEN," Yes, ma'am.  Everything okay?",female
41,AIBILEEN," You got some more ""Miss Myrna"" questions for me?",female
42,AIBILEEN," Yes, ma'am.",female
43,AIBILEEN, They set my cousin Shinelle's car on fire just cause she went down to the voting station.,female
44,AIBILEEN," 'Cause they's a reason. I do this with you, I might as well burn my own house down.",female
45,AIBILEEN," This already ain't careful, Miss Skeeter!  You not knowing that is what scare me the most.  Scare me more than ""Jim Crow"".",female
46,AIBILEEN," No, Ma'am.",female
47,AIBILEEN," Why, Minny?!",female
48,AIBILEEN, What you did?!,female
49,AIBILEEN, Minny?  Minny!,female
50,AIBILEEN, Quick. Come in quick.,female
51,AIBILEEN, Got dropped two streets over?,female
52,AIBILEEN, Thank you.,female
53,AIBILEEN, I ain't never had no white person in my house before.,female
54,AIBILEEN," Miss Skeeter, what if you don't like what I got to say?  About white peoples?",female
55,AIBILEEN," You gone have to change my name. Mine, Miss Leefolt's, everbody's.",female
56,AIBILEEN, That gone be hard.,female
57,AIBILEEN," Nah, Minny got her some stories, sho nuff.  But she ain't real keen on talking to white peoples right now.",female
58,AIBILEEN, It feel...Uh.,female
59,AIBILEEN," Yes, ma'am.  Can we move on to the next question?",female
60,AIBILEEN, I thought I might write my stories down and read 'em to you.  It no different than writing down my prayers.,female
61,AIBILEEN," I don't say my prayers out loud. Find I can get my point across a lot better writing them down.  I write an hour, sometimes two every night.",female
62,AIBILEEN," And after my prayers last night, I got some stories down too.",female
63,AIBILEEN," My first white baby to ever look after was named Alton Carrington Speers.  It was 1925, and I'd just turned fourteen.  I dropped out of school to help Momma with the bills. Alton's momma died a lung disease. I loved that baby, and he loved me. That's when I learned I could make children feel proud of they self. Alton used to always be asking me how come I's black. It just ate him up. Then one time I told him it 'cause I drank too much coffee.",female
64,AIBILEEN, You should have seen his face.,female
65,AIBILEEN, God.  And Miss Hilly Holbrook.,female
66,AIBILEEN," Good morning.  Good morning, Baby Girl.",female
67,AIBILEEN, I reckon I'm ready to talk about Miss Leefolt now.,female
68,AIBILEEN," Baby girl still gotta wear a diaper when she sleep at night.  And, it don't get changed 'til I get there in the morning.  That's 'bout ten hours she gotta sleep in her mess. Now Missus Leefolt pregnant with her second baby.  And, Lord, I pray this child turn out good. It a lonely road if a momma don't think they child is pretty.",female
69,AIBILEEN, Miss Leefolt should not be having babies.,female
70,AIBILEEN, Write that down.,female
71,AIBILEEN, Treelore would like me doing this. He always said we gonna have a writer in the family one day. Always thought it was gonna be him. Maybe it gonna be me.,female
72,AIBILEEN, Minny.,female
73,AIBILEEN," You don't have to do this, Minny.",female
74,AIBILEEN, And that's a good mood.,female
75,AIBILEEN, It hard.  You go try and see.,female
76,AIBILEEN, We gone and done it now.,female
77,AIBILEEN," Don't give up on this, Miss Skeeter.",female
78,AIBILEEN, They killed my son.,female
79,AIBILEEN," He fell carrying two by fours at the mill.  Truck run over him, crushed his lungs.",female
80,AIBILEEN, That white foreman threw his body on the back of a truck.  Drove to the colored hospital and dumped him there and honked the horn.,female
81,AIBILEEN," You stop this, everything I wrote, he wrote... everything he was...gone die with him.",female
82,AIBILEEN," I'll cut you a piece of cake, Baby.",female
83,AIBILEEN," Yes, Ma'am.  And I thank you.",female
84,AIBILEEN," Oh, Lord.",female
85,AIBILEEN," You is kind, you is smart, you is important.",female
86,AIBILEEN," All right, Henry. Thank you.  How you doing?",female
87,AIBILEEN, That's good.,female
88,AIBILEEN, It's good.,female
89,AIBILEEN," I be all right.  You go on now, Henry.",female
90,AIBILEEN," No, thank you. I'll be all right.",female
91,AIBILEEN, Which way you goin'?,female
92,AIBILEEN," Minny, you all right?",female
93,AIBILEEN, We gone pray for the Evers.  We gone pray for Myrlie.,female
94,AIBILEEN, We gone be careful.,female
95,AIBILEEN, We ain't doing civil rights.  We just tellin' stories like they really happen.,female
96,AIBILEEN, What do you want me to do?,female
97,AIBILEEN," Don't fight, Yule May!",female
98,AIBILEEN," Yule May, don't fight...",female
99,AIBILEEN," The world done gone crazy, Miss Skeeter!  And I'm scared!  What if people find out what we writing? Figure out ""Niceville"" really Jackson, and figure out who who?",female
100,AIBILEEN, You try' to get yourself killed?!,female
101,AIBILEEN, We can't put that story in the book.,female
102,AIBILEEN," Exactly!  If people find out ""The Terrible Awful"" was you and Miss Hilly, we're in trouble there ain't words for!",female
103,AIBILEEN, Lord have mercy.  Women better hold onto they husbands tonight.,female
104,AIBILEEN, Miss Leefolt been working on that dress for four weeks and that's what she came up with?,female
105,AIBILEEN," Lord, look at all these pages.  Two- hundred and sixty-six of 'em.",female
106,AIBILEEN, There it is.,female
107,AIBILEEN, What are all these cars doing out here?  We late?,female
108,AIBILEEN, Why ain't you singin'?,female
109,AIBILEEN, Who we clappin' for?,female
110,AIBILEEN, Thank you.,female
111,AIBILEEN, Churches over two counties signed our books.  All for you and me.,female
112,AIBILEEN, What's wrong?,female
113,AIBILEEN, Congratulations!,female
114,AIBILEEN," What you mean, you not takin' it?",female
115,AIBILEEN," If bad things happen, they ain't nothing you can do about it.  And now it's for a reason we can be proud of.",female
116,AIBILEEN," I don't mean to rub salt in your wound, but...you ain't got a good life here in Jackson.  Plus, your momma's getting better-",female
117,AIBILEEN," Go find your life, Miss Skeeter.",female
118,AIBILEEN, Good morning.,female
119,AIBILEEN, It not polished good?  Humidity been fighting me on polishing day.,female
120,AIBILEEN, Lemme...lemme go check in the kitchen. Maybe I left some behind.,female
121,AIBILEEN," You check in Mae Mobley's bed? Since Lil' Man was born, she been putting things-",female
122,AIBILEEN, I ain't got no silver.,female
123,AIBILEEN," I'll go get her some syrup, Miss Leefolt.",female
124,AIBILEEN," Come here, Lil' Man.",female
125,AIBILEEN, I didn't steal no silver.,female
126,AIBILEEN, I know something about you.  Don't you forget that.,female
127,AIBILEEN," And from what Yule May says, they's a lot a time to write letters from jail. Plenty a time to write the truth about you, and the paper is free.",female
128,AIBILEEN, I don't know. I been told I'm a pretty good writer! Already sold a lot a books!,female
129,AIBILEEN, All you do is scare and lie to get what you want.,female
130,AIBILEEN," You a godless woman.  Ain't you tired, Miss Hilly?  Ain't you tired?",female
131,AIBILEEN," Baby, you need to get back to bed.",female
132,AIBILEEN," I gots to, Baby.  I am so sorry.",female
133,AIBILEEN," No, that's not the reason.  I don't want to leave you, but...it's time for me to retire.  You my last little girl.",female
134,AIBILEEN," Baby, baby, I need you to remember ever thing I told you.  Okay?  Do you remember what I told you?",female
135,AIBILEEN," That's right, Baby Girl.",female
136,AIBILEEN," I gots to, baby.",female
137,AIBILEEN, You give my sweet girl a chance.,female
138,AIBILEEN," I done raised seventeen kids in my life.  Lookin' after white babies, that's what I do.",female
139,AIBILEEN," I know how to get them babies asleep, stop cryin', and go in the toilet bowl before they mommas even get outta bed in the mornin'.",female
140,AIBILEEN, Babies like fat.  They like big fat legs too.  That I know.,female
141,AIBILEEN," I work for the Leefolts from eight to four, six days a week.",female
142,AIBILEEN," I do all the cooking, cleaning, washing, ironing and grocery shopping, but mostly...",female
143,AIBILEEN," Ain't gonna be no beauty queen, either.",female
144,AIBILEEN, Miss Leefolt still don't pick Baby Girl up but once a day.  The birthin' blues had got holt a Miss Leefolt pretty hard. I done seen it happen plenty a times...once babies start havin' they own babies.,female
145,AIBILEEN," And the young white ladies of Jackson...Oh, Lord, was they havin' babies.  But not Miss Skeeter.",female
146,AIBILEEN, No man and no babies.,female
147,AIBILEEN," Miss Hilly was the first of the babies to have a baby.  And it must a come out a her like the eleventh commandment.  'Cause once Miss Hilly had a baby, every girl at the bridge table had to have one, too.",female
148,AIBILEEN," Once Missus Walters' arteries went hard, Miss Hilly moved her into her house and fired the maid she had to make room for Minny, too.  See, Minny about the best cook in Mississippi, and Miss Hilly wanted her.",female
149,AIBILEEN," I lost my own boy, Treelore, four years ago. After that, I just didn't want to live anymore.",female
150,AIBILEEN," After my boy died, a bitter seed was planted inside of me...",female
151,AIBILEEN, ...And I just didn't feel so accepting anymore.,female
152,AIBILEEN, Eighteen people died in Jackson that day.  Ten white and eight black. God don't pay no mind to color once he decide to set a tornado loose.,female
153,AIBILEEN," ""No person shall require any white female to nurse in wards or rooms...",female
154,AIBILEEN, ...in which Negro men are placed.,female
155,AIBILEEN, Books shall not be interchangeable between the white and colored schools but shall continue to be used by the race first using them...,female
156,AIBILEEN, No colored barber shall serve as a barber to white women or girls.,female
157,AIBILEEN," Any person printin', publishin' or circulating written matter urgin' for public acceptance of social equality between whites and negroes is subject to imprisonment.",female
158,AIBILEEN, Leroy made Sugar quit school to help him with the bills.  And every day Minny went without a job might have been a day Leroy took her from our world.,female
159,AIBILEEN, But I knew... I knew the only white lady Miss Hilly hadn't gotten to with her lies.,female
160,AIBILEEN," Once Minny got to talking 'bout food, she liked to never stop. And when she got to talking about the white ladies, it took all night.",female
161,AIBILEEN, They printed a few thousand copies with the worst advance Miss Stein had ever seen.,female
162,AIBILEEN, They sent Miss Skeeter six hundred dollars. She broke the money up and gave it to each of us.,female
163,AIBILEEN, Divided thirteen ways that came to bout forty-six dollars each.,female
164,AIBILEEN, That table of food gave Minny the strength she needed.  She took her babies out from under Leroy and never went back.,female
165,AIBILEEN," Mae Mobley was my last baby. In just ten minutes, the only life I knew was done.",female
166,AIBILEEN, God says we need to love our enemies.,female
167,AIBILEEN, It hard to do.,female
168,AIBILEEN, But it can start by telling the truth.,female
169,AIBILEEN, No one had ever asked me what it felt like to be me.  Once I told the truth about that I felt free.,female
170,AIBILEEN," And I got to thinking about all the people I know, and the things I seen and done...  My boy, Treelore, always said we gonna have a writer in the family one day.  I guess it's gonna be me...",female
768,CELIA," Uh, yes, please tell her Celia Foote called again.  I'll call back tomorrow.",female
769,CELIA, A-hem. Miss?,female
770,CELIA, I'm looking for some help at my house. You know any maids looking?,female
771,CELIA, You scared the daylights out of me!,female
772,CELIA, Johnny!  Honestly!,female
773,CELIA, Hi!  Hey!  Come on!,female
774,CELIA, Aibileen said you'd be on time.  I'm Celia Rae Foote.,female
775,CELIA, One of those upside-down cakes from the magazine.  It ain't workin' out too good.,female
776,CELIA, Come on.  Let's get you a cold Coca- Cola.,female
777,CELIA, This here's the kitchen!,female
778,CELIA, I guess I got some learnin' to do.,female
779,CELIA," Johnny's grandmomma left him this house when she died and then Johnny's momma wouldn't let me change a thing.  But if I had my way, this place would have wall to wall white carpet with gold trim. None of this old stuff.",female
780,CELIA, We got five bedrooms and bathrooms back in the main house.  Then the pool house has two more beds and baths.,female
781,CELIA, I'm pregnant now.,female
782,CELIA, I know it's an awful lot to do. Five other maids have already turned me down...Let me at least get you some bus money.,female
783,CELIA, What?  So...You'll do it?!,female
784,CELIA, Oh.  Sorry.  This is the first time I've hired a maid.,female
785,CELIA, Come on.,female
786,CELIA, You hungry?,female
787,CELIA, Oh.,female
788,CELIA," No, you can't work at all on weekends.",female
789,CELIA," After nine, and you gotta leave before four.",female
790,CELIA, Johnny doesn't know I'm bringing in help.,female
791,CELIA, It's not like I'd be fibbing. I just want him to think I can do this on my own... I really need a maid.,female
792,CELIA, Great.,female
793,CELIA, Doggone it!,female
794,CELIA," I can cook corn pone...boil eggs...and potatoes, and do grits.",female
795,CELIA, How pretty.  Looks like frosting.,female
796,CELIA, This is so much fun!,female
797,CELIA, There you are.,female
798,CELIA, I'm starved.  It looks so good!,female
799,CELIA," No!  I'm fine right here, Minny.",female
800,CELIA, I just want you to know...I'm real grateful you're here.,female
801,CELIA, I said get out!,female
802,CELIA, Why is there so much blood?,female
803,CELIA," We got married because I got pregnant, but then I lost it a month later.  Johnny wants kids now. What's he gonna do with me?",female
804,CELIA, He doesn't know about this baby...or the two before.,female
805,CELIA," Hey, Elizabeth!  It's me, Celia Foote!  I was in the neighborhood, thought I'd drop by.",female
806,CELIA," Hey! I...brought a chocolate pie...My maid, Minny, made it.",female
807,CELIA," They made me stand there like I was the vacuum salesman.  Why, Minny?",female
808,CELIA, So Hilly probably thinks I was fooling around with Johnny while they were still going steady.,female
809,CELIA, No wonder!  They don't hate me. They hate what they think I did!,female
810,CELIA," Well, I'm just going to have to let Hilly know I ain't no boyfriend stealer.  In fact, I'll tell her Friday night at the benefit.",female
811,CELIA, That looks bad.  Let me take a look.,female
812,CELIA," I know you didn't fall in no tub, Minny.",female
813,CELIA, You know what I'd do if I were you? I'd give it right back to him.  I'd hit him over the head with a skillet and I'd tell him to go straight to hell.,female
814,CELIA, Thank you.,female
815,CELIA, I'm not havin' my stomach poke out!,female
816,CELIA," Yay! Congratulations, Hilly!  I didn't know you were a fan of Minny's pies.",female
817,CELIA, I've been wanting to talk to you all night.  Minny said why you won't be my friend.  It's 'cause you think me and Johnny went behind your back.,female
818,CELIA, I'm so sorry!,female
819,CELIA, Okay.  I'm really sorry.,female
820,CELIA, I don't know what you're talkin' about.,female
821,CELIA," Hilly, I got pregnant after you and Johnny broke up!",female
822,CELIA," Johnny never cheated on you... At least, not with me.",female
823,CELIA, I'm so sorry!  I thought you'd be tickled you won that pie.,female
824,CELIA, Uh-oh.,female
825,CELIA," I'm not right for this kind of life, Minny.  I don't need a dining room table for twelve people. I couldn't get two people over here if I begged.  I can't do this to Johnny anymore.  That's why I gotta go back to Sugar Ditch.",female
826,CELIA, Thank you for telling me that.,female
827,CELIA, I cooked it all by myself.,female
828,CELIA," I wanted to do something special. I wanted to say ""thank you.""",female
829,CELIA, Mm-hmm.  Cooked clean through.,female
830,CELIA, Mm-mm.  Just the way you taught me.,female
846,CHARLOTTE, Is this a little too young?,female
847,CHARLOTTE," Oh, hell, you're right.",female
848,CHARLOTTE, Your daddy bought me this dress in '58.,female
849,CHARLOTTE," -Right after Ole Miss won the Sugar Bowl. Come on, you try it on.",female
850,CHARLOTTE," Skeeter, your mother is sick, and she wants to see you in this dress.",female
851,CHARLOTTE, Unzip me.,female
852,CHARLOTTE," Eugenia, your eggs are dying. Would it kill you to go on a date? Just show a little gumption.",female
853,CHARLOTTE," This dress looks precious on you! If we just take it in a little here, little there.  Get your hair fixed.",female
854,CHARLOTTE, Where?,female
855,CHARLOTTE," Great.  You can write my obituary. ""Charlotte Phelan dead.  Her daughter still single.""",female
856,CHARLOTTE, Skeeter!  Skeeter!,female
857,CHARLOTTE," I need to...ask you something.  I read the other day about how some girls get unbalanced, start thinking these...well, unnatural thoughts.",female
858,CHARLOTTE, Are you...do you...find men attractive?  Are you having unnatural thoughts about...,female
859,CHARLOTTE, Girls or...or women?,female
860,CHARLOTTE," Because, this article says there's a cure, a special root tea.",female
861,CHARLOTTE, Eugenia!,female
862,CHARLOTTE, Oh! Oh! Carlton's bringing Rebecca to dinner.  Try to look presentable!,female
863,CHARLOTTE," Oh, the irony of it all. Givin' advice on keepin' up a home when she doesn't even--",female
864,CHARLOTTE," You have pushed it, young lady!",female
865,CHARLOTTE," We were just a job to her, honey. With them it's all about money... Now you'll understand that once you've hired help of your own.",female
866,CHARLOTTE, SHE DID NOT!,female
867,CHARLOTTE," It was a colored thing, and I've put it behind me.",female
868,CHARLOTTE," Excuse me, Rebecca.  My daughter has upset my cancerous ulcers.",female
869,CHARLOTTE, Skeeter.  Get down here.  Something just arrived from New York for you!,female
870,CHARLOTTE, The Shinolator!  All the way from New York City.  I'm a good mother. Come on.  Sit down.,female
871,CHARLOTTE, The whole system cost eleven dollars!  It even smells expensive. You're going to look beautiful on your date tonight.,female
872,CHARLOTTE, You've shrunk five inches.  You'll be able to wear heels tonight.,female
873,CHARLOTTE," You're not leaving this house in those awful, Mexican man-shoes.",female
874,CHARLOTTE, We promised the Cadillac to Carlton and Rebecca tonight.  So William's cousin will just have to come pick you up himself.,female
875,CHARLOTTE, It's hooked to the motor grader.,female
876,CHARLOTTE," Skeeter!  Skeeter!  Now remember, no gentleman wants to spend the evening with a sourpuss.  Don't mope! Smile!",female
877,CHARLOTTE," And for heaven's sake, don't sit like some squaw Indian.  Cross your ankles!",female
878,CHARLOTTE, I love you!,female
879,CHARLOTTE, Skeeter! Get up!,female
880,CHARLOTTE, We got to get dressed.,female
881,CHARLOTTE," Don't panic, but there's a particularly tall and very handsome man named Stuart here for you.",female
882,CHARLOTTE," Love and hate are two horns on the same goat, Eugenia.  And you need a goat!  Put that on.  Hurry!",female
883,CHARLOTTE, Don't encourage them like that.,female
884,CHARLOTTE, I won't have it! understand?,female
885,CHARLOTTE," Oh, Eugenia.  That was so long ago.",female
886,CHARLOTTE, She didn't give me a choice! The Daughters of America had just appointed me state regent...,female
887,CHARLOTTE," Oh, it's beautiful!  Just look at that!",female
888,CHARLOTTE, Rachel.  We were expecting you next week.,female
889,CHARLOTTE, I'm entertaining.  Why don't you go around back and wait in the kitchen.,female
890,CHARLOTTE, Go on now!,female
891,CHARLOTTE, I am sorry.,female
892,CHARLOTTE," Rachel, what are you doing?",female
893,CHARLOTTE," Get out of this house, Rachel.",female
894,CHARLOTTE, Both of you.  Leave now.,female
895,CHARLOTTE," She was our president, Eugenia. What was I supposed to do?",female
896,CHARLOTTE," Well, you idolized her too much! You always have!",female
897,CHARLOTTE," I went to her house the next day, but she'd already gone.",female
898,CHARLOTTE," Because I didn't want you upset during your final exams.  And, and, I knew you'd blame me and it wasn't my fault.",female
899,CHARLOTTE, Eugenia.,female
900,CHARLOTTE," Honey, we sent your brother up to Chicago to bring Constantine home.",female
901,CHARLOTTE, I'm sorry.  I'm so sorry.  I'm sorry...,female
902,CHARLOTTE," Why, Hilly. Everything okay, you two?",female
903,CHARLOTTE," Hilly, you're a sweaty mess.  Are you ill?",female
904,CHARLOTTE," Darling, no husband wants to come home and see that.",female
905,CHARLOTTE," You know, Hilly.  If I didn't know any better, I'd say you've been eating too much pie.",female
906,CHARLOTTE," In fact, I'm sure of it.  Now go on! Get your raggedy ass off my porch. Go on. Get off my property.  Now! Before we all get one of those disgustin' things on our lips.",female
907,CHARLOTTE, Eugenia.,female
908,CHARLOTTE," Take me inside, please.",female
909,CHARLOTTE," Skeeter, do you have plans tomorrow?",female
910,CHARLOTTE, Good.,female
911,CHARLOTTE," Because we are going shopping. No single daughter of mine is going to New York City, representing the great state of Mississippi, without a proper cosmopolitan wardrobe.",female
912,CHARLOTTE," Oh, well, Miss Stein called last night.",female
913,CHARLOTTE, Courage sometimes skips a generation.,female
914,CHARLOTTE, Thank you for bringing it back to our family.,female
915,CHARLOTTE," Eugenia, I've made a decision. Now my health's been on the uptick these past few weeks.",female
916,CHARLOTTE, And I know the doctor says it's some kind of last strength nonsense.  But- -I have decided not to die.,female
917,CHARLOTTE," It's too late.  I tried calling Fanny Mae's so I could make your hair appointments for the next twenty years, but they wouldn't allow it.",female
918,CHARLOTTE, I have never been more proud of you.,female
191,ELIZABETH," Aibileen, bridge club's in an hour! Did you finish the chicken salad?",female
192,ELIZABETH," Oh, and Hilly's deviled eggs.  No paprika!",female
193,ELIZABETH, Does this dress look homemade?,female
194,ELIZABETH," Aibileen, the girls are pulling up, and the table isn't set!",female
195,ELIZABETH," Set out the dessert forks, please.",female
196,ELIZABETH," Oh, it is.",female
197,ELIZABETH, You're home!,female
